0	1.283E-4
1	0.0013042500000000003
2	0.0011546999999999998
3	0.0032715500000000002
4	0.0041695000000000005
5	0.01077685
6	0.02516695
7	0.04744740000000001
8	0.07032650000000003
9	0.01588705
10	0.029978049999999996
11	0.04868750000000001
12	0.08933539999999998
13	0.23041609999999996
14	0.40102579999999993
15	0.5076167999999999
16	1.8719599500000004
17	3.6414985
18	7.350928749999999
19	12.61566775
20	28.5213298
21	41.06626469999999
22	63.42058465
23	311.9756086
24	547.2325262
25	697.6379141499999
26	1704.5877098999995
27	4090.9145997500004
28	7641.729416800001
29	8433.26694815
30	36364.943156999994
31	55941.06942924999
32	127581.70543840001
33	151784.65023620002
34	472379.78269570007
35	893352.7087150499
36	1063704.9044680002
